SUMMARY OF RUN ../../data/case1.data -- 346 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	     455.500	         669	        3571	 5.88121e+03	 2.65713e+09	 2.00000e+04	 9.11000e+06	 7.55109e+04	 1.61630e+07	 1.73232e-02
	     460.500	         671	        3584	 5.87959e+03	 2.65712e+09	 2.00000e+04	 9.21000e+06	 7.61628e+04	 1.65438e+07	 1.74433e-02
	     465.500	         673	        3599	 5.87780e+03	 2.65710e+09	 2.00000e+04	 9.31000e+06	 7.68578e+04	 1.69281e+07	 1.75697e-02
	     470.500	         675	        3613	 5.87582e+03	 2.65708e+09	 2.00000e+04	 9.41000e+06	 7.74869e+04	 1.73155e+07	 1.77019e-02
	     475.500	         677	        3627	 5.87369e+03	 2.65706e+09	 2.00000e+04	 9.51000e+06	 7.81495e+04	 1.77063e+07	 1.78356e-02
	     480.500	         679	        3640	 5.87139e+03	 2.65703e+09	 2.00000e+04	 9.61000e+06	 7.87751e+04	 1.81001e+07	 1.79652e-02
	     485.500	         681	        3654	 5.86891e+03	 2.65701e+09	 2.00000e+04	 9.71000e+06	 7.93708e+04	 1.84970e+07	 1.81023e-02
	     490.500	         686	        3684	 5.86630e+03	 2.65698e+09	 2.00000e+04	 9.81000e+06	 8.00846e+04	 1.88974e+07	 1.82501e-02
	     495.500	         688	        3697	 5.86353e+03	 2.65696e+09	 2.00000e+04	 9.91000e+06	 8.05366e+04	 1.93001e+07	 1.83563e-02
	     500.500	         690	        3709	 5.86064e+03	 2.65693e+09	 2.00000e+04	 1.00100e+07	 8.10582e+04	 1.97054e+07	 1.84627e-02
	     505.500	         693	        3728	 5.85766e+03	 2.65690e+09	 2.00000e+04	 1.01100e+07	 8.16069e+04	 2.01134e+07	 1.85795e-02
	     510.500	         695	        3741	 5.85454e+03	 2.65687e+09	 2.00000e+04	 1.02100e+07	 8.21315e+04	 2.05241e+07	 1.86943e-02
	     515.500	         698	        3759	 5.85130e+03	 2.65683e+09	 2.00000e+04	 1.03100e+07	 8.26841e+04	 2.09375e+07	 1.88203e-02
	     520.500	         700	        3772	 5.84788e+03	 2.65680e+09	 2.00000e+04	 1.04100e+07	 8.31634e+04	 2.13533e+07	 1.89366e-02
	     525.500	         702	        3784	 5.84431e+03	 2.65676e+09	 2.00000e+04	 1.05100e+07	 8.36770e+04	 2.17717e+07	 1.90677e-02
	     530.500	         710	        3852	 5.84065e+03	 2.65673e+09	 2.00000e+04	 1.06100e+07	 8.41898e+04	 2.21927e+07	 1.91904e-02
	     535.500	         712	        3871	 5.83689e+03	 2.65669e+09	 2.00000e+04	 1.07100e+07	 8.45672e+04	 2.26155e+07	 1.92855e-02
	     540.500	         714	        3886	 5.83303e+03	 2.65665e+09	 2.00000e+04	 1.08100e+07	 8.50022e+04	 2.30405e+07	 1.93828e-02
	     545.500	         716	        3900	 5.82905e+03	 2.65661e+09	 2.00000e+04	 1.09100e+07	 8.54665e+04	 2.34678e+07	 1.95010e-02
	     550.500	         719	        3920	 5.82497e+03	 2.65657e+09	 2.00000e+04	 1.10100e+07	 8.59478e+04	 2.38976e+07	 1.96140e-02
	     555.500	         722	        3942	 5.82079e+03	 2.65652e+09	 2.00000e+04	 1.11100e+07	 8.64118e+04	 2.43296e+07	 1.97301e-02
	     560.500	         724	        3955	 5.81643e+03	 2.65648e+09	 2.00000e+04	 1.12100e+07	 8.68156e+04	 2.47637e+07	 1.98413e-02
	     565.500	         727	        3974	 5.81208e+03	 2.65644e+09	 1.99605e+04	 1.13098e+07	 8.70685e+04	 2.51991e+07	 1.98371e-02
	     570.500	         730	        3996	 5.80770e+03	 2.65639e+09	 1.99169e+04	 1.14094e+07	 8.73161e+04	 2.56356e+07	 1.98196e-02
	     575.500	         732	        4010	 5.80327e+03	 2.65635e+09	 1.98748e+04	 1.15088e+07	 8.75534e+04	 2.60734e+07	 1.98020e-02
	     577.000	         734	        4021	 5.80194e+03	 2.65633e+09	 1.98633e+04	 1.15386e+07	 8.76270e+04	 2.62048e+07	 1.97964e-02
	     580.000	         737	        4039	 5.79928e+03	 2.65631e+09	 1.98349e+04	 1.15981e+07	 8.77866e+04	 2.64682e+07	 1.97859e-02
	     581.500	         739	        4050	 5.79795e+03	 2.65629e+09	 1.98239e+04	 1.16278e+07	 8.78573e+04	 2.66000e+07	 1.97804e-02
	     584.500	         742	        4068	 5.79527e+03	 2.65627e+09	 1.97961e+04	 1.16872e+07	 8.80103e+04	 2.68640e+07	 1.97700e-02
	     586.000	         744	        4078	 5.79393e+03	 2.65625e+09	 1.97855e+04	 1.17169e+07	 8.80839e+04	 2.69961e+07	 1.97644e-02
	     589.000	         747	        4098	 5.79124e+03	 2.65623e+09	 1.97577e+04	 1.17761e+07	 8.82413e+04	 2.72609e+07	 1.97539e-02
	     590.500	         749	        4108	 5.78989e+03	 2.65621e+09	 1.97482e+04	 1.18058e+07	 8.83064e+04	 2.73933e+07	 1.97483e-02
	     593.500	         753	        4132	 5.78718e+03	 2.65619e+09	 1.97246e+04	 1.18649e+07	 8.84449e+04	 2.76587e+07	 1.97376e-02
	     595.000	         757	        4153	 5.78582e+03	 2.65617e+09	 1.97124e+04	 1.18945e+07	 8.85180e+04	 2.77914e+07	 1.97322e-02
	     598.000	         759	        4166	 5.78307e+03	 2.65614e+09	 1.96884e+04	 1.19536e+07	 8.86648e+04	 2.80574e+07	 1.97215e-02
	     599.500	         763	        4185	 5.78169e+03	 2.65613e+09	 1.96763e+04	 1.19831e+07	 8.87387e+04	 2.81905e+07	 1.97162e-02
	     602.500	         765	        4198	 5.77891e+03	 2.65610e+09	 1.96529e+04	 1.20420e+07	 8.88830e+04	 2.84572e+07	 1.97055e-02
	     604.000	         769	        4218	 5.77752e+03	 2.65609e+09	 1.96417e+04	 1.20715e+07	 8.89553e+04	 2.85906e+07	 1.97000e-02
	     607.000	         771	        4230	 5.77470e+03	 2.65606e+09	 1.96186e+04	 1.21304e+07	 8.90923e+04	 2.88579e+07	 1.96894e-02
	     612.000	         778	        4276	 5.77000e+03	 2.65601e+09	 1.95791e+04	 1.22283e+07	 8.93417e+04	 2.93046e+07	 1.96715e-02
	     617.000	         782	        4309	 5.76526e+03	 2.65596e+09	 1.95408e+04	 1.23260e+07	 8.95898e+04	 2.97526e+07	 1.96532e-02
	     618.500	         784	        4321	 5.76383e+03	 2.65595e+09	 1.95315e+04	 1.23553e+07	 8.96561e+04	 2.98870e+07	 1.96476e-02
	     621.500	         786	        4335	 5.76095e+03	 2.65592e+09	 1.95086e+04	 1.24138e+07	 8.98279e+04	 3.01565e+07	 1.96362e-02
	     626.500	         789	        4356	 5.75608e+03	 2.65587e+09	 1.94420e+04	 1.25110e+07	 9.02822e+04	 3.06079e+07	 1.96181e-02
	     631.500	         793	        4384	 5.75109e+03	 2.65582e+09	 1.93466e+04	 1.26077e+07	 9.09021e+04	 3.10624e+07	 1.96030e-02
	     633.000	         795	        4392	 5.74957e+03	 2.65581e+09	 1.93246e+04	 1.26367e+07	 9.10781e+04	 3.11991e+07	 1.95978e-02
	     636.000	         803	        4434	 5.74652e+03	 2.65578e+09	 1.92759e+04	 1.26945e+07	 9.14617e+04	 3.14734e+07	 1.95872e-02
	     640.500	         805	        4447	 5.74177e+03	 2.65573e+09	 1.91606e+04	 1.27808e+07	 9.22164e+04	 3.18884e+07	 1.95750e-02
	     645.500	         809	        4469	 5.73637e+03	 2.65567e+09	 1.90267e+04	 1.28759e+07	 9.30038e+04	 3.23534e+07	 1.95632e-02
	     650.500	         813	        4496	 5.73081e+03	 2.65562e+09	 1.89072e+04	 1.29704e+07	 9.36461e+04	 3.28217e+07	 1.95519e-02
	     655.500	         815	        4509	 5.72512e+03	 2.65556e+09	 1.88045e+04	 1.30645e+07	 9.41329e+04	 3.32923e+07	 1.95409e-02
	     660.500	         817	        4523	 5.71938e+03	 2.65550e+09	 1.87198e+04	 1.31581e+07	 9.45138e+04	 3.37649e+07	 1.95289e-02
	     665.500	         819	        4537	 5.71360e+03	 2.65544e+09	 1.86486e+04	 1.32513e+07	 9.47925e+04	 3.42389e+07	 1.95168e-02
	     670.500	         828	        4585	 5.70784e+03	 2.65539e+09	 1.85907e+04	 1.33442e+07	 9.50068e+04	 3.47139e+07	 1.95036e-02
	     675.500	         830	        4596	 5.70199e+03	 2.65533e+09	 1.85303e+04	 1.34369e+07	 9.52353e+04	 3.51901e+07	 1.94908e-02
	     680.500	         832	        4608	 5.69615e+03	 2.65527e+09	 1.84701e+04	 1.35292e+07	 9.54733e+04	 3.56674e+07	 1.94780e-02
	     685.500	         834	        4620	 5.69029e+03	 2.65521e+09	 1.84110e+04	 1.36213e+07	 9.56886e+04	 3.61459e+07	 1.94654e-02
	     690.500	         836	        4632	 5.68441e+03	 2.65515e+09	 1.83559e+04	 1.37131e+07	 9.58804e+04	 3.66253e+07	 1.94525e-02
	     695.500	         838	        4646	 5.67849e+03	 2.65509e+09	 1.82953e+04	 1.38046e+07	 9.60788e+04	 3.71057e+07	 1.94408e-02
	     700.500	         840	        4658	 5.67257e+03	 2.65503e+09	 1.82530e+04	 1.38958e+07	 9.62244e+04	 3.75868e+07	 1.94269e-02
	     705.500	         842	        4670	 5.66663e+03	 2.65497e+09	 1.82045e+04	 1.39868e+07	 9.63886e+04	 3.80687e+07	 1.94139e-02
	     710.500	         844	        4682	 5.66065e+03	 2.65491e+09	 1.81559e+04	 1.40776e+07	 9.65628e+04	 3.85516e+07	 1.94008e-02
	     715.500	         847	        4700	 5.65467e+03	 2.65485e+09	 1.81060e+04	 1.41682e+07	 9.67212e+04	 3.90352e+07	 1.93883e-02
	     720.000	         849	        4713	 5.64927e+03	 2.65480e+09	 1.80626e+04	 1.42494e+07	 9.68503e+04	 3.94710e+07	 1.93770e-02
	     725.000	         851	        4725	 5.64325e+03	 2.65473e+09	 1.80157e+04	 1.43395e+07	 9.69823e+04	 3.99559e+07	 1.93645e-02
	     735.000	         854	        4743	 5.63120e+03	 2.65461e+09	 1.79217e+04	 1.45187e+07	 9.72390e+04	 4.09283e+07	 1.93397e-02
	     745.000	         857	        4762	 5.61911e+03	 2.65449e+09	 1.78281e+04	 1.46970e+07	 9.74830e+04	 4.19031e+07	 1.93152e-02
	     755.000	         860	        4780	 5.60699e+03	 2.65437e+09	 1.77362e+04	 1.48744e+07	 9.77094e+04	 4.28802e+07	 1.92910e-02
	     765.000	         863	        4799	 5.59486e+03	 2.65425e+09	 1.76462e+04	 1.50508e+07	 9.79259e+04	 4.38595e+07	 1.92669e-02
	     775.000	         866	        4818	 5.58270e+03	 2.65412e+09	 1.75589e+04	 1.52264e+07	 9.81307e+04	 4.48408e+07	 1.92430e-02
	     785.000	         869	        4838	 5.57051e+03	 2.65400e+09	 1.74746e+04	 1.54012e+07	 9.83213e+04	 4.58240e+07	 1.92192e-02
	     795.000	         872	        4858	 5.55834e+03	 2.65388e+09	 1.73920e+04	 1.55751e+07	 9.85063e+04	 4.68091e+07	 1.91954e-02
	     805.000	         875	        4878	 5.54614e+03	 2.65376e+09	 1.73091e+04	 1.57482e+07	 9.86859e+04	 4.77959e+07	 1.91720e-02
	     815.000	         878	        4897	 5.53395e+03	 2.65363e+09	 1.72271e+04	 1.59205e+07	 9.88550e+04	 4.87845e+07	 1.91489e-02
	     825.000	         881	        4918	 5.52178e+03	 2.65351e+09	 1.71460e+04	 1.60919e+07	 9.90112e+04	 4.97746e+07	 1.91262e-02
	     835.000	         884	        4937	 5.50961e+03	 2.65339e+09	 1.70654e+04	 1.62626e+07	 9.91558e+04	 5.07661e+07	 1.91038e-02
	     845.000	         887	        4958	 5.49743e+03	 2.65326e+09	 1.69838e+04	 1.64324e+07	 9.92998e+04	 5.17591e+07	 1.90818e-02
	     855.000	         890	        4979	 5.48526e+03	 2.65314e+09	 1.69037e+04	 1.66014e+07	 9.94217e+04	 5.27534e+07	 1.90600e-02
	     865.000	         893	        5003	 5.47311e+03	 2.65302e+09	 1.68232e+04	 1.67697e+07	 9.95497e+04	 5.37489e+07	 1.90382e-02
	     875.000	         896	        5028	 5.46102e+03	 2.65290e+09	 1.67425e+04	 1.69371e+07	 9.96788e+04	 5.47456e+07	 1.90166e-02
	     885.000	         899	        5062	 5.44893e+03	 2.65277e+09	 1.66671e+04	 1.71038e+07	 9.97775e+04	 5.57434e+07	 1.89948e-02
	     885.900	         901	        5071	 5.44784e+03	 2.65276e+09	 1.66618e+04	 1.71188e+07	 9.97823e+04	 5.58332e+07	 1.89927e-02
	     887.700	         903	        5082	 5.44567e+03	 2.65274e+09	 1.66504e+04	 1.71487e+07	 9.97774e+04	 5.60128e+07	 1.89887e-02
	     891.300	         905	        5094	 5.44133e+03	 2.65270e+09	 1.66255e+04	 1.72086e+07	 9.98021e+04	 5.63721e+07	 1.89807e-02
	     898.500	         908	        5113	 5.43267e+03	 2.65261e+09	 1.65679e+04	 1.73279e+07	 9.98969e+04	 5.70914e+07	 1.89652e-02
	     908.500	         911	        5132	 5.42064e+03	 2.65249e+09	 1.64908e+04	 1.74928e+07	 9.99898e+04	 5.80913e+07	 1.89440e-02
	     918.500	         914	        5153	 5.40866e+03	 2.65237e+09	 1.64168e+04	 1.76570e+07	 1.00076e+05	 5.90920e+07	 1.89229e-02
	     928.500	         916	        5167	 5.39662e+03	 2.65225e+09	 1.63439e+04	 1.78204e+07	 1.00138e+05	 6.00934e+07	 1.89021e-02
	     938.500	         919	        5188	 5.38469e+03	 2.65213e+09	 1.62723e+04	 1.79831e+07	 1.00227e+05	 6.10957e+07	 1.88809e-02
	     948.500	         922	        5209	 5.37281e+03	 2.65201e+09	 1.62011e+04	 1.81451e+07	 1.00304e+05	 6.20987e+07	 1.88598e-02
	     958.500	         925	        5229	 5.36099e+03	 2.65189e+09	 1.61300e+04	 1.83064e+07	 1.00377e+05	 6.31025e+07	 1.88389e-02
	     968.500	         928	        5250	 5.34920e+03	 2.65177e+09	 1.60597e+04	 1.84670e+07	 1.00432e+05	 6.41068e+07	 1.88182e-02
	     978.500	         931	        5271	 5.33745e+03	 2.65165e+09	 1.59876e+04	 1.86269e+07	 1.00491e+05	 6.51117e+07	 1.87978e-02
	     988.500	         934	        5292	 5.32575e+03	 2.65153e+09	 1.59147e+04	 1.87861e+07	 1.00556e+05	 6.61173e+07	 1.87775e-02
	     998.500	         937	        5313	 5.31410e+03	 2.65142e+09	 1.58434e+04	 1.89445e+07	 1.00611e+05	 6.71234e+07	 1.87574e-02
	    1008.500	         941	        5336	 5.30251e+03	 2.65130e+09	 1.57741e+04	 1.91022e+07	 1.00644e+05	 6.81298e+07	 1.87374e-02
	    1018.500	         944	        5354	 5.29095e+03	 2.65118e+09	 1.57067e+04	 1.92593e+07	 1.00655e+05	 6.91364e+07	 1.87174e-02
	    1028.500	         947	        5374	 5.27950e+03	 2.65107e+09	 1.56405e+04	 1.94157e+07	 1.00664e+05	 7.01430e+07	 1.86974e-02
	    1038.500	         951	        5402	 5.26814e+03	 2.65095e+09	 1.55758e+04	 1.95715e+07	 1.00662e+05	 7.11496e+07	 1.86774e-02
	    1048.500	         955	        5426	 5.25685e+03	 2.65084e+09	 1.55124e+04	 1.97266e+07	 1.00649e+05	 7.21561e+07	 1.86574e-02
	    1058.500	         958	        5447	 5.24564e+03	 2.65073e+09	 1.54492e+04	 1.98811e+07	 1.00636e+05	 7.31625e+07	 1.86375e-02
	    1068.500	         961	        5467	 5.23452e+03	 2.65061e+09	 1.53867e+04	 2.00349e+07	 1.00621e+05	 7.41687e+07	 1.86175e-02
	    1078.500	         965	        5493	 5.22349e+03	 2.65050e+09	 1.53226e+04	 2.01882e+07	 1.00625e+05	 7.51749e+07	 1.85975e-02
	    1080.000	         966	        5498	 5.22179e+03	 2.65048e+09	 1.53125e+04	 2.02111e+07	 1.00621e+05	 7.53259e+07	 1.85946e-02
	    1083.000	         968	        5510	 5.21849e+03	 2.65045e+09	 1.52932e+04	 2.02570e+07	 1.00631e+05	 7.56278e+07	 1.85885e-02
	    1089.000	         970	        5523	 5.21190e+03	 2.65039e+09	 1.52516e+04	 2.03485e+07	 1.00668e+05	 7.62318e+07	 1.85764e-02
	    1101.000	         973	        5543	 5.19876e+03	 2.65025e+09	 1.51593e+04	 2.05304e+07	 1.00796e+05	 7.74413e+07	 1.85527e-02
	    1125.000	         979	        5584	 5.17266e+03	 2.64999e+09	 1.49697e+04	 2.08897e+07	 1.01061e+05	 7.98668e+07	 1.85058e-02
	    1161.000	         986	        5631	 5.13405e+03	 2.64960e+09	 1.47016e+04	 2.14190e+07	 1.01316e+05	 8.35142e+07	 1.84349e-02
	    1201.000	         992	        5676	 5.09215e+03	 2.64918e+09	 1.44345e+04	 2.19963e+07	 1.01477e+05	 8.75732e+07	 1.83549e-02
	    1241.000	         999	        5723	 5.05133e+03	 2.64877e+09	 1.42003e+04	 2.25644e+07	 1.01653e+05	 9.16394e+07	 1.82755e-02
	    1281.000	        1006	        5769	 5.01179e+03	 2.64837e+09	 1.39776e+04	 2.31235e+07	 1.01836e+05	 9.57128e+07	 1.81961e-02
	    1321.000	        1012	        5814	 4.97386e+03	 2.64798e+09	 1.37541e+04	 2.36736e+07	 1.02048e+05	 9.97947e+07	 1.81172e-02
	    1333.000	        1014	        5829	 4.96283e+03	 2.64787e+09	 1.36802e+04	 2.38378e+07	 1.02158e+05	 1.01021e+08	 1.80934e-02
	    1357.000	        1019	        5865	 4.94133e+03	 2.64766e+09	 1.35371e+04	 2.41627e+07	 1.02401e+05	 1.03478e+08	 1.80458e-02
	    1393.000	        1029	        5944	 4.91035e+03	 2.64734e+09	 1.33487e+04	 2.46432e+07	 1.02628e+05	 1.07173e+08	 1.79746e-02
	    1433.000	        1036	        6007	 4.87756e+03	 2.64701e+09	 1.31547e+04	 2.51694e+07	 1.02826e+05	 1.11286e+08	 1.78958e-02
	    1440.000	        1038	        6022	 4.87198e+03	 2.64696e+09	 1.31204e+04	 2.52613e+07	 1.02835e+05	 1.12006e+08	 1.78822e-02
	    1444.200	        1041	        6040	 4.86860e+03	 2.64692e+09	 1.30937e+04	 2.53163e+07	 1.02905e+05	 1.12438e+08	 1.78739e-02
	    1452.600	        1045	        6078	 4.86194e+03	 2.64686e+09	 1.30568e+04	 2.54259e+07	 1.02952e+05	 1.13303e+08	 1.78571e-02
	    1457.640	        1047	        6088	 4.85789e+03	 2.64682e+09	 1.30314e+04	 2.54916e+07	 1.02951e+05	 1.13822e+08	 1.78473e-02
	    1467.720	        1054	        6133	 4.85001e+03	 2.64674e+09	 1.29839e+04	 2.56225e+07	 1.03056e+05	 1.14860e+08	 1.78272e-02
	    1472.256	        1056	        6143	 4.84637e+03	 2.64670e+09	 1.29526e+04	 2.56812e+07	 1.03188e+05	 1.15328e+08	 1.78179e-02
	    1481.328	        1063	        6183	 4.83935e+03	 2.64663e+09	 1.29177e+04	 2.57984e+07	 1.03136e+05	 1.16264e+08	 1.78001e-02
	    1485.410	        1070	        6219	 4.83621e+03	 2.64660e+09	 1.29032e+04	 2.58511e+07	 1.03106e+05	 1.16685e+08	 1.77921e-02
	    1491.534	        1072	        6233	 4.83153e+03	 2.64655e+09	 1.28814e+04	 2.59300e+07	 1.03110e+05	 1.17316e+08	 1.77799e-02
	    1503.781	        1075	        6254	 4.82221e+03	 2.64645e+09	 1.28265e+04	 2.60871e+07	 1.03192e+05	 1.18580e+08	 1.77559e-02
	    1528.276	        1080	        6290	 4.80395e+03	 2.64627e+09	 1.27210e+04	 2.63987e+07	 1.03318e+05	 1.21111e+08	 1.77088e-02
	    1565.017	        1088	        6347	 4.77756e+03	 2.64601e+09	 1.25745e+04	 2.68607e+07	 1.03424e+05	 1.24911e+08	 1.76387e-02
	    1605.017	        1098	        6417	 4.74987e+03	 2.64573e+09	 1.24194e+04	 2.73575e+07	 1.03576e+05	 1.29054e+08	 1.75630e-02
	    1645.017	        1108	        6479	 4.72300e+03	 2.64545e+09	 1.22720e+04	 2.78483e+07	 1.03685e+05	 1.33201e+08	 1.74880e-02
	    1685.017	        1116	        6535	 4.69686e+03	 2.64519e+09	 1.21300e+04	 2.83335e+07	 1.03743e+05	 1.37351e+08	 1.74137e-02
	    1725.017	        1123	        6583	 4.67130e+03	 2.64493e+09	 1.19937e+04	 2.88133e+07	 1.03779e+05	 1.41502e+08	 1.73402e-02
	    1765.017	        1128	        6621	 4.64608e+03	 2.64468e+09	 1.18525e+04	 2.92874e+07	 1.03928e+05	 1.45659e+08	 1.72674e-02
	    1800.000	        1133	        6653	 4.62400e+03	 2.64446e+09	 1.17129e+04	 2.96971e+07	 1.04237e+05	 1.49306e+08	 1.72044e-02
	    1840.000	        1138	        6691	 4.59850e+03	 2.64420e+09	 1.15415e+04	 3.01588e+07	 1.04703e+05	 1.53494e+08	 1.71328e-02
	    1880.000	        1144	        6733	 4.57273e+03	 2.64394e+09	 1.13713e+04	 3.06136e+07	 1.05173e+05	 1.57701e+08	 1.70616e-02
	    1920.000	        1149	        6764	 4.54674e+03	 2.64368e+09	 1.12062e+04	 3.10619e+07	 1.05652e+05	 1.61927e+08	 1.69908e-02
	    1960.000	        1154	        6793	 4.52059e+03	 2.64341e+09	 1.10506e+04	 3.15039e+07	 1.06015e+05	 1.66168e+08	 1.69206e-02
	    2000.000	        1159	        6827	 4.49453e+03	 2.64315e+09	 1.09028e+04	 3.19400e+07	 1.06226e+05	 1.70417e+08	 1.68508e-02
	    2040.000	        1164	        6856	 4.46862e+03	 2.64289e+09	 1.07624e+04	 3.23705e+07	 1.06327e+05	 1.74670e+08	 1.67816e-02
	    2080.000	        1170	        6897	 4.44312e+03	 2.64263e+09	 1.06283e+04	 3.27957e+07	 1.06355e+05	 1.78924e+08	 1.67131e-02
	    2120.000	        1176	        6932	 4.41810e+03	 2.64238e+09	 1.05002e+04	 3.32157e+07	 1.06311e+05	 1.83176e+08	 1.66451e-02
	    2160.000	        1183	        6974	 4.39361e+03	 2.64213e+09	 1.03758e+04	 3.36307e+07	 1.06217e+05	 1.87425e+08	 1.65779e-02
	    2200.000	        1190	        7012	 4.36964e+03	 2.64189e+09	 1.02545e+04	 3.40409e+07	 1.06111e+05	 1.91669e+08	 1.65112e-02
	    2240.000	        1199	        7062	 4.34625e+03	 2.64166e+09	 1.01377e+04	 3.44464e+07	 1.05999e+05	 1.95909e+08	 1.64452e-02
	    2280.000	        1207	        7109	 4.32346e+03	 2.64143e+09	 1.00253e+04	 3.48474e+07	 1.05877e+05	 2.00144e+08	 1.63799e-02
	    2320.000	        1212	        7141	 4.30114e+03	 2.64120e+09	 9.91487e+03	 3.52440e+07	 1.05814e+05	 2.04377e+08	 1.63151e-02
	    2360.000	        1217	        7172	 4.27924e+03	 2.64098e+09	 9.80526e+03	 3.56362e+07	 1.05823e+05	 2.08610e+08	 1.62509e-02
	    2400.000	        1222	        7202	 4.25777e+03	 2.64076e+09	 9.69491e+03	 3.60240e+07	 1.05854e+05	 2.12844e+08	 1.61872e-02
	    2440.000	        1226	        7229	 4.23665e+03	 2.64055e+09	 9.57871e+03	 3.64071e+07	 1.05956e+05	 2.17082e+08	 1.61238e-02
	    2480.000	        1231	        7260	 4.21579e+03	 2.64034e+09	 9.45846e+03	 3.67855e+07	 1.06160e+05	 2.21329e+08	 1.60603e-02
	    2520.000	        1235	        7287	 4.19514e+03	 2.64013e+09	 9.33532e+03	 3.71589e+07	 1.06403e+05	 2.25585e+08	 1.59968e-02
	    2560.000	        1239	        7316	 4.17484e+03	 2.63993e+09	 9.21527e+03	 3.75275e+07	 1.06655e+05	 2.29851e+08	 1.59338e-02
	    2600.000	        1245	        7353	 4.15484e+03	 2.63973e+09	 9.09890e+03	 3.78915e+07	 1.06901e+05	 2.34127e+08	 1.58715e-02
	    2640.000	        1250	        7388	 4.13527e+03	 2.63953e+09	 8.98779e+03	 3.82510e+07	 1.07123e+05	 2.38412e+08	 1.58099e-02
	    2680.000	        1254	        7420	 4.11620e+03	 2.63934e+09	 8.88064e+03	 3.86062e+07	 1.07337e+05	 2.42705e+08	 1.57493e-02
	    2720.000	        1259	        7456	 4.09762e+03	 2.63915e+09	 8.77736e+03	 3.89573e+07	 1.07538e+05	 2.47007e+08	 1.56895e-02
	    2760.000	        1264	        7491	 4.07959e+03	 2.63897e+09	 8.67730e+03	 3.93044e+07	 1.07765e+05	 2.51318e+08	 1.56311e-02
	    2800.000	        1268	        7524	 4.06213e+03	 2.63879e+09	 8.57937e+03	 3.96476e+07	 1.08056e+05	 2.55640e+08	 1.55742e-02
	    2840.000	        1273	        7559	 4.04522e+03	 2.63862e+09	 8.48339e+03	 3.99869e+07	 1.08407e+05	 2.59976e+08	 1.55185e-02
	    2880.000	        1278	        7597	 4.02892e+03	 2.63846e+09	 8.39049e+03	 4.03225e+07	 1.08782e+05	 2.64327e+08	 1.54641e-02
	    2920.000	        1283	        7634	 4.01333e+03	 2.63830e+09	 8.29828e+03	 4.06544e+07	 1.09163e+05	 2.68694e+08	 1.54109e-02
	    2960.000	        1288	        7675	 3.99853e+03	 2.63815e+09	 8.20848e+03	 4.09828e+07	 1.09537e+05	 2.73075e+08	 1.53589e-02
	    3000.000	        1292	        7709	 3.98467e+03	 2.63801e+09	 8.12390e+03	 4.13077e+07	 1.09948e+05	 2.77473e+08	 1.53076e-02
	    3040.000	        1297	        7752	 3.97165e+03	 2.63788e+09	 8.04398e+03	 4.16295e+07	 1.10382e+05	 2.81889e+08	 1.52573e-02
	    3080.000	        1301	        7788	 3.95918e+03	 2.63775e+09	 7.96563e+03	 4.19481e+07	 1.10826e+05	 2.86322e+08	 1.52077e-02
	    3120.000	        1305	        7825	 3.94701e+03	 2.63763e+09	 7.88784e+03	 4.22636e+07	 1.11271e+05	 2.90772e+08	 1.51581e-02
	    3160.000	        1309	        7859	 3.93504e+03	 2.63751e+09	 7.80918e+03	 4.25760e+07	 1.11731e+05	 2.95242e+08	 1.51086e-02
	    3200.000	        1313	        7892	 3.92317e+03	 2.63739e+09	 7.73096e+03	 4.28852e+07	 1.12198e+05	 2.99730e+08	 1.50591e-02
	    3240.000	        1317	        7922	 3.91134e+03	 2.63727e+09	 7.65440e+03	 4.31914e+07	 1.12688e+05	 3.04237e+08	 1.50101e-02
	    3280.000	        1322	        7962	 3.89948e+03	 2.63715e+09	 7.57904e+03	 4.34946e+07	 1.13224e+05	 3.08766e+08	 1.49617e-02
	    3320.000	        1327	        8003	 3.88759e+03	 2.63703e+09	 7.50456e+03	 4.37948e+07	 1.13775e+05	 3.13317e+08	 1.49136e-02
	    3360.000	        1332	        8044	 3.87563e+03	 2.63691e+09	 7.42905e+03	 4.40919e+07	 1.14381e+05	 3.17892e+08	 1.48657e-02
	    3400.000	        1337	        8082	 3.86357e+03	 2.63679e+09	 7.35100e+03	 4.43860e+07	 1.15064e+05	 3.22495e+08	 1.48182e-02
	    3440.000	        1344	        8130	 3.85132e+03	 2.63666e+09	 7.27669e+03	 4.46770e+07	 1.15870e+05	 3.27130e+08	 1.47688e-02
	    3480.000	        1350	        8176	 3.83888e+03	 2.63654e+09	 7.20129e+03	 4.49651e+07	 1.16655e+05	 3.31796e+08	 1.47185e-02
	    3520.000	        1356	        8220	 3.82628e+03	 2.63641e+09	 7.12552e+03	 4.52501e+07	 1.17348e+05	 3.36490e+08	 1.46676e-02
	    3560.000	        1362	        8264	 3.81353e+03	 2.63628e+09	 7.05150e+03	 4.55322e+07	 1.17975e+05	 3.41209e+08	 1.46159e-02
